"yearDraft","numberPickOverall","numberRound","numberRoundPick","namePlayer","nameOrganizationFrom","typeOrganizationFrom","idPlayer","idTeam","nameTeam","PLAYER_PROFILE_FLAG","slugOrganizationTypeFrom","locationOrganizationFrom","slugTeam","urlPlayerHeadshot"
2012,38,2,8,"Quincy Miller","Baylor","College/University",203113,1610612743,"Denver Nuggets",1,"COL",NA,"DEN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203113.png"
2012,39,2,9,"Khris Middleton","Texas A&M","College/University",203114,1610612765,"Detroit Pistons",1,"COL",NA,"DET","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203114.png"
2012,40,2,10,"Will Barton","Memphis","College/University",203115,1610612757,"Portland Trail Blazers",1,"COL",NA,"POR","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203115.png"
2012,41,2,11,"Tyshawn Taylor","Kansas","College/University",203116,1610612757,"Portland Trail Blazers",1,"COL",NA,"POR","RESOURCE/default_player.png"
2012,42,2,12,"Doron Lamb","Kentucky","College/University",203117,1610612749,"Milwaukee Bucks",1,"COL",NA,"MIL","RESOURCE/default_player.png"
2012,43,2,13,"Mike Scott","Virginia","College/University",203118,1610612737,"Atlanta Hawks",1,"COL",NA,"ATL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203118.png"
2012,44,2,14,"Kim English","Missouri","College/University",203119,1610612765,"Detroit Pistons",1,"COL",NA,"DET","RESOURCE/default_player.png"
2012,45,2,15,"Justin Hamilton","Louisiana State","College/University",203120,1610612755,"Philadelphia 76ers",1,"COL",NA,"PHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203120.png"
2012,46,2,16,"Darius Miller","Kentucky","College/University",203121,1610612740,"New Orleans Pelicans",1,"COL",NA,"NOP","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203121.png"
2012,47,2,17,"Kevin Murphy","Tennessee Tech","College/University",203122,1610612762,"Utah Jazz",1,"COL",NA,"UTA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203122.png"
2012,48,2,18,"Kostas Papanikolaou","Olympiacos B.C.","Other Team/Club",203123,1610612752,"New York Knicks",1,"PRO","Greece","NYK","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203123.png"
2012,49,2,19,"Kyle O'Quinn","Norfolk State","College/University",203124,1610612753,"Orlando Magic",1,"COL",NA,"ORL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203124.png"
2012,50,2,20,"Izzet Turkyilmaz","Banvit B.K.","Other Team/Club",203125,1610612743,"Denver Nuggets",0,"PRO","Turkey","DEN","RESOURCE/default_player.png"
2012,51,2,21,"Kris Joseph","Syracuse","College/University",203126,1610612738,"Boston Celtics",1,"COL",NA,"BOS","RESOURCE/default_player.png"
2012,52,2,22,"Ognjen Kuzmic","CB Axarquia","Other Team/Club",203136,1610612744,"Golden State Warriors",1,"PRO","Spain","GSW","RESOURCE/default_player.png"
2012,53,2,23,"Furkan Aldemir","Galatasaray S.K.","Other Team/Club",203128,1610612746,"Los Angeles Clippers",1,"PRO","Turkey","LAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203128.png"
2012,54,2,24,"Tornike Shengelia","Georgia","College/University",203129,1610612755,"Philadelphia 76ers",1,"COL",NA,"PHI","RESOURCE/default_player.png"
2012,55,2,25,"Darius Johnson-Odom","Marquette","College/University",203130,1610612742,"Dallas Mavericks",1,"COL",NA,"DAL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203130.png"
2012,56,2,26,"Tomislav Zubcic","KK Cibona","Other Team/Club",203131,1610612761,"Toronto Raptors",0,"PRO","Croatia","TOR","RESOURCE/default_player.png"
2012,57,2,27,"Ilkan Karaman","Pinar Karsiyaka","Other Team/Club",203132,1610612751,"Brooklyn Nets",0,"PRO","Turkey","BKN","RESOURCE/default_player.png"
2012,58,2,28,"Robbie Hummel","Purdue","College/University",203133,1610612750,"Minnesota Timberwolves",1,"COL",NA,"MIN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203133.png"
2012,59,2,29,"Marcus Denmon","Missouri","College/University",203134,1610612759,"San Antonio Spurs",0,"COL",NA,"SAS","RESOURCE/default_player.png"
2012,60,2,30,"Robert Sacre","Gonzaga","College/University",203135,1610612747,"Los Angeles Lakers",1,"COL",NA,"LAL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203135.png"
2011,1,1,1,"Kyrie Irving","Duke","College/University",202681,1610612739,"Cleveland Cavaliers",1,"COL",NA,"CLE","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202681.png"
2011,2,1,2,"Derrick Williams","Arizona","College/University",202682,1610612750,"Minnesota Timberwolves",1,"COL",NA,"MIN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202682.png"
2011,3,1,3,"Enes Freedom","Kentucky","College/University",202683,1610612762,"Utah Jazz",1,"COL",NA,"UTA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202683.png"
2011,4,1,4,"Tristan Thompson","Texas","College/University",202684,1610612739,"Cleveland Cavaliers",1,"COL",NA,"CLE","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202684.png"
2011,5,1,5,"Jonas Valanciunas","BC Lietuvos rytas","Other Team/Club",202685,1610612761,"Toronto Raptors",1,"PRO","Lithuania","TOR","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202685.png"
2011,6,1,6,"Jan Vesely","KK Partizan","Other Team/Club",202686,1610612764,"Washington Wizards",1,"PRO","Serbia","WAS","RESOURCE/default_player.png"
2011,7,1,7,"Bismack Biyombo","Baloncesto Fuenlabrada","Other Team/Club",202687,1610612758,"Sacramento Kings",1,"PRO","Spain","SAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202687.png"
2011,8,1,8,"Brandon Knight","Kentucky","College/University",202688,1610612765,"Detroit Pistons",1,"COL",NA,"DET","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202688.png"
2011,9,1,9,"Kemba Walker","Connecticut","College/University",202689,1610612766,"Charlotte Hornets",1,"COL",NA,"CHA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202689.png"
2011,10,1,10,"Jimmer Fredette","Brigham Young","College/University",202690,1610612749,"Milwaukee Bucks",1,"COL",NA,"MIL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202690.png"
2011,11,1,11,"Klay Thompson","Washington State","College/University",202691,1610612744,"Golden State Warriors",1,"COL",NA,"GSW","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202691.png"
2011,12,1,12,"Alec Burks","Colorado","College/University",202692,1610612762,"Utah Jazz",1,"COL",NA,"UTA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202692.png"
2011,13,1,13,"Markieff Morris","Kansas","College/University",202693,1610612756,"Phoenix Suns",1,"COL",NA,"PHX","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202693.png"
2011,14,1,14,"Marcus Morris Sr.","Kansas","College/University",202694,1610612745,"Houston Rockets",1,"COL",NA,"HOU","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202694.png"
2011,15,1,15,"Kawhi Leonard","San Diego State","College/University",202695,1610612754,"Indiana Pacers",1,"COL",NA,"IND","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202695.png"
2011,16,1,16,"Nikola Vucevic","Southern California","College/University",202696,1610612755,"Philadelphia 76ers",1,"COL",NA,"PHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202696.png"
2011,17,1,17,"Iman Shumpert","Georgia Tech","College/University",202697,1610612752,"New York Knicks",1,"COL",NA,"NYK","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202697.png"
2011,18,1,18,"Chris Singleton","Florida State","College/University",202698,1610612764,"Washington Wizards",1,"COL",NA,"WAS","RESOURCE/default_player.png"
2011,19,1,19,"Tobias Harris","Tennessee","College/University",202699,1610612766,"Charlotte Hornets",1,"COL",NA,"CHA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202699.png"
2011,20,1,20,"Donatas Motiejunas","Universo Treviso Basket","Other Team/Club",202700,1610612750,"Minnesota Timberwolves",1,"PRO","Italy","MIN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202700.png"
2011,21,1,21,"Nolan Smith","Duke","College/University",202701,1610612757,"Portland Trail Blazers",1,"COL",NA,"POR","RESOURCE/default_player.png"
2011,22,1,22,"Kenneth Faried","Morehead State","College/University",202702,1610612743,"Denver Nuggets",1,"COL",NA,"DEN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202702.png"
2011,23,1,23,"Nikola Mirotic","Real Madrid Baloncesto","Other Team/Club",202703,1610612745,"Houston Rockets",1,"PRO","Spain","HOU","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202703.png"
2011,24,1,24,"Reggie Jackson","Boston College","College/University",202704,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202704.png"
2011,25,1,25,"MarShon Brooks","Providence","College/University",202705,1610612738,"Boston Celtics",1,"COL",NA,"BOS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202705.png"
2011,26,1,26,"Jordan Hamilton","Texas","College/University",202706,1610612742,"Dallas Mavericks",1,"COL",NA,"DAL","RESOURCE/default_player.png"
2011,27,1,27,"JaJuan Johnson","Purdue","College/University",202707,1610612751,"Brooklyn Nets",1,"COL",NA,"BKN","RESOURCE/default_player.png"
2011,28,1,28,"Norris Cole","Cleveland State","College/University",202708,1610612741,"Chicago Bulls",1,"COL",NA,"CHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202708.png"
2011,29,1,29,"Cory Joseph","Texas","College/University",202709,1610612759,"San Antonio Spurs",1,"COL",NA,"SAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202709.png"
2011,30,1,30,"Jimmy Butler","Marquette","College/University",202710,1610612741,"Chicago Bulls",1,"COL",NA,"CHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202710.png"
2011,31,2,1,"Bojan Bogdanovic","KK Partizan","Other Team/Club",202711,1610612748,"Miami Heat",1,"PRO","Serbia","MIA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202711.png"
2011,32,2,2,"Justin Harper","Richmond","College/University",202712,1610612739,"Cleveland Cavaliers",1,"COL",NA,"CLE","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202712.png"
2011,33,2,3,"Kyle Singler","Duke","College/University",202713,1610612765,"Detroit Pistons",1,"COL",NA,"DET","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202713.png"
2011,34,2,4,"Shelvin Mack","Butler","College/University",202714,1610612764,"Washington Wizards",1,"COL",NA,"WAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202714.png"
2011,35,2,5,"Tyler Honeycutt","California-Los Angeles","College/University",202715,1610612758,"Sacramento Kings",1,"COL",NA,"SAC","RESOURCE/default_player.png"
2011,36,2,6,"Jordan Williams","Maryland","College/University",202716,1610612751,"Brooklyn Nets",1,"COL",NA,"BKN","RESOURCE/default_player.png"
2011,37,2,7,"Trey Thompkins","Georgia","College/University",202717,1610612746,"Los Angeles Clippers",1,"COL",NA,"LAC","RESOURCE/default_player.png"
2011,38,2,8,"Chandler Parsons","Florida","College/University",202718,1610612745,"Houston Rockets",1,"COL",NA,"HOU","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202718.png"
2011,39,2,9,"Jeremy Tyler","Tokyo Apache","Other Team/Club",202719,1610612766,"Charlotte Hornets",1,"PRO","Japan","CHA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202719.png"
2011,40,2,10,"Jon Leuer","Wisconsin","College/University",202720,1610612749,"Milwaukee Bucks",1,"COL",NA,"MIL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202720.png"
2011,41,2,11,"Darius Morris","Michigan","College/University",202721,1610612747,"Los Angeles Lakers",1,"COL",NA,"LAL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202721.png"
2011,42,2,12,"Davis Bertans","KK Olimpija","Other Team/Club",202722,1610612754,"Indiana Pacers",1,"PRO","Slovenia","IND","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202722.png"
2011,43,2,13,"Malcolm Lee","California-Los Angeles","College/University",202723,1610612741,"Chicago Bulls",1,"COL",NA,"CHI","RESOURCE/default_player.png"
2011,44,2,14,"Charles Jenkins","Hofstra","College/University",202724,1610612744,"Golden State Warriors",1,"COL",NA,"GSW","RESOURCE/default_player.png"
2011,45,2,15,"Josh Harrellson","Kentucky","College/University",202725,1610612740,"New Orleans Pelicans",1,"COL",NA,"NOP","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202725.png"
2011,46,2,16,"Andrew Goudelock","College of Charleston","College/University",202726,1610612747,"Los Angeles Lakers",1,"COL",NA,"LAL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202726.png"
2011,47,2,17,"Travis Leslie","Georgia","College/University",202727,1610612746,"Los Angeles Clippers",1,"COL",NA,"LAC","RESOURCE/default_player.png"
2011,48,2,18,"Keith Benson","Oakland","College/University",202728,1610612737,"Atlanta Hawks",1,"COL",NA,"ATL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202728.png"
2011,49,2,19,"Josh Selby","Kansas","College/University",202729,1610612763,"Memphis Grizzlies",1,"COL",NA,"MEM","RESOURCE/default_player.png"
2011,50,2,20,"Lavoy Allen","Temple","College/University",202730,1610612755,"Philadelphia 76ers",1,"COL",NA,"PHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202730.png"
2011,51,2,21,"Jon Diebler","Ohio State","College/University",202739,1610612757,"Portland Trail Blazers",0,"COL",NA,"POR","RESOURCE/default_player.png"
2011,52,2,22,"Vernon Macklin","Florida","College/University",202731,1610612765,"Detroit Pistons",1,"COL",NA,"DET","RESOURCE/default_player.png"
2011,53,2,23,"DeAndre Liggins","Kentucky","College/University",202732,1610612753,"Orlando Magic",1,"COL",NA,"ORL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202732.png"
2011,54,2,24,"MIlan Macvan","Maccabi Tel Aviv B.C.","Other Team/Club",202733,1610612739,"Cleveland Cavaliers",0,"PRO","Israel","CLE","RESOURCE/default_player.png"
2011,55,2,25,"E'Twaun Moore","Purdue","College/University",202734,1610612738,"Boston Celtics",1,"COL",NA,"BOS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202734.png"
2011,56,2,26,"Chukwudiebere Maduabum","Bakersfield Jam","Other Team/Club",202624,1610612747,"Los Angeles Lakers",0,"PRO","D-League","LAL","RESOURCE/default_player.png"
2011,57,2,27,"Tanguy Ngombo","Al Rayyan Basketball Team","Other Team/Club",202735,1610612742,"Dallas Mavericks",0,"PRO","Qatar","DAL","RESOURCE/default_player.png"
2011,58,2,28,"Ater Majok","Gold Coast Blaze","Other Team/Club",202736,1610612747,"Los Angeles Lakers",0,"PRO","Australia","LAL","RESOURCE/default_player.png"
2011,59,2,29,"Adam Hanga","Alba Fehervar","Other Team/Club",202737,1610612759,"San Antonio Spurs",0,"PRO","Hungary","SAS","RESOURCE/default_player.png"
2011,60,2,30,"Isaiah Thomas","Washington","College/University",202738,1610612758,"Sacramento Kings",1,"COL",NA,"SAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202738.png"
2010,1,1,1,"John Wall","Kentucky","College/University",202322,1610612764,"Washington Wizards",1,"COL",NA,"WAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202322.png"
2010,2,1,2,"Evan Turner","Ohio State","College/University",202323,1610612755,"Philadelphia 76ers",1,"COL",NA,"PHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202323.png"
2010,3,1,3,"Derrick Favors","Georgia Tech","College/University",202324,1610612751,"Brooklyn Nets",1,"COL",NA,"BKN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202324.png"
2010,4,1,4,"Wesley Johnson","Syracuse","College/University",202325,1610612750,"Minnesota Timberwolves",1,"COL",NA,"MIN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202325.png"
2010,5,1,5,"DeMarcus Cousins","Kentucky","College/University",202326,1610612758,"Sacramento Kings",1,"COL",NA,"SAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202326.png"
2010,6,1,6,"Ekpe Udoh","Baylor","College/University",202327,1610612744,"Golden State Warriors",1,"COL",NA,"GSW","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202327.png"
2010,7,1,7,"Greg Monroe","Georgetown","College/University",202328,1610612765,"Detroit Pistons",1,"COL",NA,"DET","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202328.png"
2010,8,1,8,"Al-Farouq Aminu","Wake Forest","College/University",202329,1610612746,"Los Angeles Clippers",1,"COL",NA,"LAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202329.png"
2010,9,1,9,"Gordon Hayward","Butler","College/University",202330,1610612762,"Utah Jazz",1,"COL",NA,"UTA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202330.png"
2010,10,1,10,"Paul George","Fresno State","College/University",202331,1610612754,"Indiana Pacers",1,"COL",NA,"IND","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202331.png"
2010,11,1,11,"Cole Aldrich","Kansas","College/University",202332,1610612740,"New Orleans Pelicans",1,"COL",NA,"NOP","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202332.png"
2010,12,1,12,"Xavier Henry","Kansas","College/University",202333,1610612763,"Memphis Grizzlies",1,"COL",NA,"MEM","RESOURCE/default_player.png"
2010,13,1,13,"Ed Davis","North Carolina","College/University",202334,1610612761,"Toronto Raptors",1,"COL",NA,"TOR","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202334.png"
2010,14,1,14,"Patrick Patterson","Kentucky","College/University",202335,1610612745,"Houston Rockets",1,"COL",NA,"HOU","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202335.png"
2010,15,1,15,"Larry Sanders","Virginia Commonwealth","College/University",202336,1610612749,"Milwaukee Bucks",1,"COL",NA,"MIL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202336.png"
2010,16,1,16,"Luke Babbitt","Nevada-Reno","College/University",202337,1610612750,"Minnesota Timberwolves",1,"COL",NA,"MIN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202337.png"
2010,17,1,17,"Kevin Seraphin","Cholet Basket","Other Team/Club",202338,1610612741,"Chicago Bulls",1,"PRO","France","CHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202338.png"
2010,18,1,18,"Eric Bledsoe","Kentucky","College/University",202339,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202339.png"
2010,19,1,19,"Avery Bradley","Texas","College/University",202340,1610612738,"Boston Celtics",1,"COL",NA,"BOS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202340.png"
2010,20,1,20,"James Anderson","Oklahoma State","College/University",202341,1610612759,"San Antonio Spurs",1,"COL",NA,"SAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202341.png"
2010,21,1,21,"Craig Brackins","Iowa State","College/University",202342,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","RESOURCE/default_player.png"
2010,22,1,22,"Elliot Williams","Memphis","College/University",202343,1610612757,"Portland Trail Blazers",1,"COL",NA,"POR","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202343.png"
2010,23,1,23,"Trevor Booker","Clemson","College/University",202344,1610612750,"Minnesota Timberwolves",1,"COL",NA,"MIN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202344.png"
2010,24,1,24,"Damion James","Texas","College/University",202345,1610612737,"Atlanta Hawks",1,"COL",NA,"ATL","RESOURCE/default_player.png"
2010,25,1,25,"Dominique Jones","South Florida","College/University",202346,1610612763,"Memphis Grizzlies",1,"COL",NA,"MEM","RESOURCE/default_player.png"
2010,26,1,26,"Quincy Pondexter","Washington","College/University",202347,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202347.png"
2010,27,1,27,"Jordan Crawford","Xavier","College/University",202348,1610612751,"Brooklyn Nets",1,"COL",NA,"BKN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202348.png"
2010,28,1,28,"Greivis Vasquez","Maryland","College/University",202349,1610612763,"Memphis Grizzlies",1,"COL",NA,"MEM","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202349.png"
2010,29,1,29,"Daniel Orton","Kentucky","College/University",202350,1610612753,"Orlando Magic",1,"COL",NA,"ORL","RESOURCE/default_player.png"
2010,30,1,30,"Lazar Hayward","Marquette","College/University",202351,1610612764,"Washington Wizards",1,"COL",NA,"WAS","RESOURCE/default_player.png"
2010,31,2,1,"Tibor Pleiss","Brose Baskets","Other Team/Club",202353,1610612751,"Brooklyn Nets",1,"PRO","Germany","BKN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202353.png"
2010,32,2,2,"Dexter Pittman","Texas","College/University",202354,1610612748,"Miami Heat",1,"COL",NA,"MIA","RESOURCE/default_player.png"
2010,33,2,3,"Hassan Whiteside","Marshall","College/University",202355,1610612758,"Sacramento Kings",1,"COL",NA,"SAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202355.png"
2010,34,2,4,"Armon Johnson","Nevada-Reno","College/University",202356,1610612757,"Portland Trail Blazers",1,"COL",NA,"POR","RESOURCE/default_player.png"
2010,35,2,5,"Nemanja Bjelica","KK Crvena zvezda","Other Team/Club",202357,1610612764,"Washington Wizards",1,"PRO","Serbia","WAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202357.png"
2010,36,2,6,"Terrico White","Mississippi","College/University",202358,1610612765,"Detroit Pistons",1,"COL",NA,"DET","RESOURCE/default_player.png"
2010,37,2,7,"Darington Hobson","New Mexico","College/University",202359,1610612749,"Milwaukee Bucks",1,"COL",NA,"MIL","RESOURCE/default_player.png"
2010,38,2,8,"Andy Rautins","Syracuse","College/University",202360,1610612752,"New York Knicks",1,"COL",NA,"NYK","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202360.png"
2010,39,2,9,"Landry Fields","Stanford","College/University",202361,1610612752,"New York Knicks",1,"COL",NA,"NYK","RESOURCE/default_player.png"
2010,40,2,10,"Lance Stephenson","Cincinnati","College/University",202362,1610612754,"Indiana Pacers",1,"COL",NA,"IND","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202362.png"
2010,41,2,11,"Jarvis Varnado","Mississippi State","College/University",202363,1610612748,"Miami Heat",1,"COL",NA,"MIA","RESOURCE/default_player.png"
2010,42,2,12,"Da'Sean Butler","West Virginia","College/University",202364,1610612748,"Miami Heat",0,"COL",NA,"MIA","RESOURCE/default_player.png"
2010,43,2,13,"Devin Ebanks","West Virginia","College/University",202365,1610612747,"Los Angeles Lakers",1,"COL",NA,"LAL","RESOURCE/default_player.png"
2010,44,2,14,"Jerome Jordan","Tulsa","College/University",202366,1610612749,"Milwaukee Bucks",1,"COL",NA,"MIL","RESOURCE/default_player.png"
2010,45,2,15,"Paulao Prestes","CB Murcia","Other Team/Club",202370,1610612750,"Minnesota Timberwolves",0,"PRO","Spain","MIN","RESOURCE/default_player.png"
2010,46,2,16,"Gani Lawal","Georgia Tech","College/University",202371,1610612756,"Phoenix Suns",1,"COL",NA,"PHX","RESOURCE/default_player.png"
2010,47,2,17,"Tiny Gallon","Oklahoma","College/University",202372,1610612749,"Milwaukee Bucks",0,"COL",NA,"MIL","RESOURCE/default_player.png"
2010,48,2,18,"Latavious Williams","Tulsa 66ers","Other Team/Club",202160,1610612748,"Miami Heat",0,"PRO","D-League","MIA","RESOURCE/default_player.png"
2010,49,2,19,"Ryan Richards","CB Gran Canaria","Other Team/Club",202373,1610612759,"San Antonio Spurs",0,"PRO","Spain","SAS","RESOURCE/default_player.png"
2010,50,2,20,"Solomon Alabi","Florida State","College/University",202374,1610612742,"Dallas Mavericks",1,"COL",NA,"DAL","RESOURCE/default_player.png"
2010,51,2,21,"Magnum Rolle","Louisiana Tech","College/University",202375,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","RESOURCE/default_player.png"
2010,52,2,22,"Luke Harangody","Notre Dame","College/University",202376,1610612738,"Boston Celtics",1,"COL",NA,"BOS","RESOURCE/default_player.png"
2010,53,2,23,"Pape Sy","STB Le Havre","Other Team/Club",202377,1610612737,"Atlanta Hawks",1,"PRO","France","ATL","RESOURCE/default_player.png"
2010,54,2,24,"Willie Warren","Oklahoma","College/University",202378,1610612746,"Los Angeles Clippers",1,"COL",NA,"LAC","RESOURCE/default_player.png"
2010,55,2,25,"Jeremy Evans","Western Kentucky","College/University",202379,1610612762,"Utah Jazz",1,"COL",NA,"UTA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202379.png"
2010,56,2,26,"Hamady Ndiaye","Rutgers","College/University",202380,1610612750,"Minnesota Timberwolves",1,"COL",NA,"MIN","RESOURCE/default_player.png"
2010,57,2,27,"Ryan Reid","Florida State","College/University",202385,1610612754,"Indiana Pacers",1,"COL",NA,"IND","RESOURCE/default_player.png"
2010,58,2,28,"Derrick Caracter","Texas-El Paso","College/University",202382,1610612747,"Los Angeles Lakers",1,"COL",NA,"LAL","RESOURCE/default_player.png"
2010,59,2,29,"Stanley Robinson","Connecticut","College/University",202383,1610612753,"Orlando Magic",1,"COL",NA,"ORL","RESOURCE/default_player.png"
2010,60,2,30,"Dwayne Collins","Miami (FL)","College/University",202384,1610612756,"Phoenix Suns",0,"COL",NA,"PHX","RESOURCE/default_player.png"
2009,1,1,1,"Blake Griffin","Oklahoma","College/University",201933,1610612746,"Los Angeles Clippers",1,"COL",NA,"LAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201933.png"
2009,2,1,2,"Hasheem Thabeet","Connecticut","College/University",201934,1610612763,"Memphis Grizzlies",1,"COL",NA,"MEM","RESOURCE/default_player.png"
2009,3,1,3,"James Harden","Arizona State","College/University",201935,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201935.png"
