"yearDraft","numberPickOverall","numberRound","numberRoundPick","namePlayer","slugTeam","nameOrganizationFrom","typeOrganizationFrom","idPlayer","idTeam","nameTeam","cityTeam","teamName","PLAYER_PROFILE_FLAG","slugOrganizationTypeFrom","locationOrganizationFrom"
2017,23,1,23,"O.G. Anunoby","TOR","Indiana","College/University",1628384,1610612761,"Toronto Raptors","Toronto","Raptors",1,"COL",NA
2017,24,1,24,"Tyler Lydon","UTA","Syracuse","College/University",1628399,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2017,25,1,25,"Anzejs Pasecniks","ORL","CB Gran Canaria","Other Team/Club",1628394,1610612753,"Orlando Magic","Orlando","Magic",1,"PRO","Spain"
2017,26,1,26,"Caleb Swanigan","POR","Purdue","College/University",1628403,1610612757,"Portland Trail Blazers","Portland","Trail Blazers",1,"COL",NA
2017,27,1,27,"Kyle Kuzma","BKN","Utah","College/University",1628398,1610612751,"Brooklyn Nets","Brooklyn","Nets",1,"COL",NA
2017,28,1,28,"Tony Bradley","LAL","North Carolina","College/University",1628396,1610612747,"Los Angeles Lakers","Los Angeles","Lakers",1,"COL",NA
2017,29,1,29,"Derrick White","SAS","Colorado","College/University",1628401,1610612759,"San Antonio Spurs","San Antonio","Spurs",1,"COL",NA
2017,30,1,30,"Josh Hart","UTA","Villanova","College/University",1628404,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2017,31,2,1,"Frank Jackson","CHA","Duke","College/University",1628402,1610612766,"Charlotte Hornets","Charlotte","Hornets",1,"COL",NA
2017,32,2,2,"Davon Reed","PHX","Miami (FL)","College/University",1628432,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2017,33,2,3,"Wes Iwundu","ORL","Kansas State","College/University",1628411,1610612753,"Orlando Magic","Orlando","Magic",1,"COL",NA
2017,34,2,4,"Frank Mason III","SAC","Kansas","College/University",1628412,1610612758,"Sacramento Kings","Sacramento","Kings",1,"COL",NA
2017,35,2,5,"Ivan Rabb","ORL","California","College/University",1628397,1610612753,"Orlando Magic","Orlando","Magic",1,"COL",NA
2017,36,2,6,"Jonah Bolden","PHI","Red Star Belgrade","Other Team/Club",1628413,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"PRO","Serbia"
2017,37,2,7,"Semi Ojeleye","BOS","Southern Methodist","College/University",1628400,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2017,38,2,8,"Jordan Bell","CHI","Oregon","College/University",1628395,1610612741,"Chicago Bulls","Chicago","Bulls",1,"COL",NA
2017,39,2,9,"Jawun Evans","PHI","Oklahoma State","College/University",1628393,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2017,40,2,10,"Dwayne Bacon","NOP","Florida State","College/University",1628407,1610612740,"New Orleans Pelicans","New Orleans","Pelicans",1,"COL",NA
2017,41,2,11,"Tyler Dorsey","ATL","Oregon","College/University",1628416,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"COL",NA
2017,42,2,12,"Thomas Bryant","UTA","Indiana","College/University",1628418,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2017,43,2,13,"Isaiah Hartenstein","HOU","BC Zalgiris","Other Team/Club",1628392,1610612745,"Houston Rockets","Houston","Rockets",1,"PRO","Lithuania"
2017,44,2,14,"Damyean Dotson","NYK","Houston","College/University",1628422,1610612752,"New York Knicks","New York","Knicks",1,"COL",NA
2017,45,2,15,"Dillon Brooks","HOU","Oregon","College/University",1628415,1610612745,"Houston Rockets","Houston","Rockets",1,"COL",NA
2017,46,2,16,"Sterling Brown","PHI","Southern Methodist","College/University",1628425,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2017,47,2,17,"Ike Anigbogu","IND","California-Los Angeles","College/University",1628387,1610612754,"Indiana Pacers","Indiana","Pacers",1,"COL",NA
2017,48,2,18,"Sindarius Thornwell","MIL","South Carolina","College/University",1628414,1610612749,"Milwaukee Bucks","Milwaukee","Bucks",1,"COL",NA
2017,49,2,19,"Vlatko Cancar","DEN","KK Mega Leks","Other Team/Club",1628427,1610612743,"Denver Nuggets","Denver","Nuggets",1,"PRO","Serbia"
2017,50,2,20,"Mathias Lessort","PHI","Nanterre 92","Other Team/Club",1628406,1610612755,"Philadelphia 76ers","Philadelphia","76ers",0,"PRO","France"
2017,51,2,21,"Monte Morris","DEN","Iowa State","College/University",1628420,1610612743,"Denver Nuggets","Denver","Nuggets",1,"COL",NA
2017,52,2,22,"Edmond Sumner","NOP","Xavier","College/University",1628410,1610612740,"New Orleans Pelicans","New Orleans","Pelicans",1,"COL",NA
2017,53,2,23,"Kadeem Allen","BOS","Arizona","College/University",1628443,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2017,54,2,24,"Alec Peters","PHX","Valparaiso","College/University",1628409,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2017,55,2,25,"Nigel Williams-Goss","UTA","Gonzaga","College/University",1628430,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2017,56,2,26,"Jabari Bird","BOS","California","College/University",1628444,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2017,57,2,27,"Aleksandar Vezenkov","BKN","FC Barcelona Basquet","Other Team/Club",1628426,1610612751,"Brooklyn Nets","Brooklyn","Nets",0,"PRO","Spain"
2017,58,2,28,"Ognjen Jaramaz","NYK","KK Mega Leks","Other Team/Club",1628445,1610612752,"New York Knicks","New York","Knicks",0,"PRO","Serbia"
2017,59,2,29,"Jaron Blossomgame","SAS","Clemson","College/University",1628417,1610612759,"San Antonio Spurs","San Antonio","Spurs",1,"COL",NA
2017,60,2,30,"Alpha Kaba","ATL","KK Mega Leks","Other Team/Club",1628446,1610612737,"Atlanta Hawks","Atlanta","Hawks",0,"PRO","Serbia"
2016,1,1,1,"Ben Simmons","PHI","Louisiana State","College/University",1627732,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2016,2,1,2,"Brandon Ingram","LAL","Duke","College/University",1627742,1610612747,"Los Angeles Lakers","Los Angeles","Lakers",1,"COL",NA
2016,3,1,3,"Jaylen Brown","BOS","California","College/University",1627759,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2016,4,1,4,"Dragan Bender","PHX","Maccabi Tel Aviv B.C.","Other Team/Club",1627733,1610612756,"Phoenix Suns","Phoenix","Suns",1,"PRO","Israel"
2016,5,1,5,"Kris Dunn","MIN","Providence","College/University",1627739,1610612750,"Minnesota Timberwolves","Minnesota","Timberwolves",1,"COL",NA
2016,6,1,6,"Buddy Hield","NOP","Oklahoma","College/University",1627741,1610612740,"New Orleans Pelicans","New Orleans","Pelicans",1,"COL",NA
2016,7,1,7,"Jamal Murray","DEN","Kentucky","College/University",1627750,1610612743,"Denver Nuggets","Denver","Nuggets",1,"COL",NA
2016,8,1,8,"Marquese Chriss","PHX","Washington","College/University",1627737,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2016,9,1,9,"Jakob Poeltl","TOR","Utah","College/University",1627751,1610612761,"Toronto Raptors","Toronto","Raptors",1,"COL",NA
2016,10,1,10,"Thon Maker","MIL",NA,NA,1627748,1610612749,"Milwaukee Bucks","Milwaukee","Bucks",1,"UNK",NA
2016,11,1,11,"Domantas Sabonis","OKC","Gonzaga","College/University",1627734,1610612760,"Oklahoma City Thunder","Oklahoma City","Thunder",1,"COL",NA
2016,12,1,12,"Taurean Prince","UTA","Baylor","College/University",1627752,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2016,13,1,13,"Georgios Papagiannis","SAC","Panathinaikos B.C.","Other Team/Club",1627834,1610612758,"Sacramento Kings","Sacramento","Kings",1,"PRO","Greece"
2016,14,1,14,"Denzel Valentine","CHI","Michigan State","College/University",1627756,1610612741,"Chicago Bulls","Chicago","Bulls",1,"COL",NA
2016,15,1,15,"Juancho Hernangomez","DEN","Movistar Estudiantes","Other Team/Club",1627823,1610612743,"Denver Nuggets","Denver","Nuggets",1,"PRO",NA
2016,16,1,16,"Guerschon Yabusele","BOS","SPO Rouen Basket","Other Team/Club",1627824,1610612738,"Boston Celtics","Boston","Celtics",1,"PRO",NA
2016,17,1,17,"Wade Baldwin IV","MEM","Vanderbilt","College/University",1627735,1610612763,"Memphis Grizzlies","Memphis","Grizzlies",1,"COL",NA
2016,18,1,18,"Henry Ellenson","DET","Marquette","College/University",1627740,1610612765,"Detroit Pistons","Detroit","Pistons",1,"COL",NA
2016,19,1,19,"Malik Beasley","DEN","Florida State","College/University",1627736,1610612743,"Denver Nuggets","Denver","Nuggets",1,"COL",NA
2016,20,1,20,"Caris LeVert","IND","Michigan","College/University",1627747,1610612754,"Indiana Pacers","Indiana","Pacers",1,"COL",NA
2016,21,1,21,"DeAndre' Bembry","ATL","Saint Joseph's","College/University",1627761,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"COL",NA
2016,22,1,22,"Malachi Richardson","CHA","Syracuse","College/University",1627781,1610612766,"Charlotte Hornets","Charlotte","Hornets",1,"COL",NA
2016,23,1,23,"Ante Zizic","BOS","KK Cibona","Other Team/Club",1627790,1610612738,"Boston Celtics","Boston","Celtics",1,"PRO","Croatia"
2016,24,1,24,"Timothe Luwawu-Cabarrot","PHI","KK Mega Vizura","Other Team/Club",1627789,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"PRO",NA
2016,25,1,25,"Brice Johnson","LAC","North Carolina","College/University",1627744,1610612746,"LA Clippers","LA","Clippers",1,"COL",NA
2016,26,1,26,"Furkan Korkmaz","PHI","Anadolu Efes S.K.","Other Team/Club",1627788,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"PRO","Turkey"
2016,27,1,27,"Pascal Siakam","TOR","New Mexico State","College/University",1627783,1610612761,"Toronto Raptors","Toronto","Raptors",1,"COL",NA
2016,28,1,28,"Skal Labissiere","SAC","Kentucky","College/University",1627746,1610612758,"Sacramento Kings","Sacramento","Kings",1,"COL",NA
2016,29,1,29,"Dejounte Murray","SAS","Washington","College/University",1627749,1610612759,"San Antonio Spurs","San Antonio","Spurs",1,"COL",NA
2016,30,1,30,"Damian Jones","GSW","Vanderbilt","College/University",1627745,1610612744,"Golden State Warriors","Golden State","Warriors",1,"COL",NA
2016,31,2,1,"Deyonta Davis","BOS","Michigan State","College/University",1627738,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2016,32,2,2,"Ivica Zubac","LAL","KK Mega Vizura","Other Team/Club",1627826,1610612747,"Los Angeles Lakers","Los Angeles","Lakers",1,"PRO",NA
2016,33,2,3,"Cheick Diallo","LAC","Kansas","College/University",1627767,1610612746,"LA Clippers","LA","Clippers",1,"COL",NA
2016,34,2,4,"Tyler Ulis","PHX","Kentucky","College/University",1627755,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2016,35,2,5,"Rade Zagorac","BOS","KK Mega Vizura","Other Team/Club",1627825,1610612738,"Boston Celtics","Boston","Celtics",1,"PRO",NA
2016,36,2,6,"Malcolm Brogdon","MIL","Virginia","College/University",1627763,1610612749,"Milwaukee Bucks","Milwaukee","Bucks",1,"COL",NA
2016,37,2,7,"Chinanu Onuaku","HOU","Louisville","College/University",1627778,1610612745,"Houston Rockets","Houston","Rockets",1,"COL",NA
2016,38,2,8,"Patrick McCaw","GSW","Nevada-Las Vegas","College/University",1627775,1610612744,"Golden State Warriors","Golden State","Warriors",1,"COL",NA
2016,39,2,9,"David Michineau","NOP","Elan Chalon","Other Team/Club",1627837,1610612740,"New Orleans Pelicans","New Orleans","Pelicans",0,"PRO","France"
2016,40,2,10,"Diamond Stone","NOP","Maryland","College/University",1627754,1610612740,"New Orleans Pelicans","New Orleans","Pelicans",1,"COL",NA
2016,41,2,11,"Stephen Zimmerman","ORL","Nevada-Las Vegas","College/University",1627757,1610612753,"Orlando Magic","Orlando","Magic",1,"COL",NA
2016,42,2,12,"Isaiah Whitehead","BKN","Seton Hall","College/University",1627785,1610612751,"Brooklyn Nets","Brooklyn","Nets",1,"COL",NA
2016,43,2,13,"Zhou Qi","HOU","Xinjiang Guanghui","Other Team/Club",1627753,1610612745,"Houston Rockets","Houston","Rockets",1,"PRO",NA
2016,44,2,14,"Isaia Cordinier","ATL","Denain ASC Voltaire","Other Team/Club",1627833,1610612737,"Atlanta Hawks","Atlanta","Hawks",0,"PRO",NA
2016,45,2,15,"Demetrius Jackson","BOS","Notre Dame","College/University",1627743,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2016,46,2,16,"AJ Hammons","DAL","Purdue","College/University",1627773,1610612742,"Dallas Mavericks","Dallas","Mavericks",1,"COL",NA
2016,47,2,17,"Jake Layman","ORL","Maryland","College/University",1627774,1610612753,"Orlando Magic","Orlando","Magic",1,"COL",NA
2016,48,2,18,"Paul Zipser","CHI","FC Bayern Muenchen","Other Team/Club",1627835,1610612741,"Chicago Bulls","Chicago","Bulls",1,"PRO",NA
2016,49,2,19,"Michael Gbinije","DET","Syracuse","College/University",1627771,1610612765,"Detroit Pistons","Detroit","Pistons",1,"COL",NA
2016,50,2,20,"Georges Niang","IND","Iowa State","College/University",1627777,1610612754,"Indiana Pacers","Indiana","Pacers",1,"COL",NA
2016,51,2,21,"Ben Bentil","BOS","Providence","College/University",1627791,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2016,52,2,22,"Joel Bolomboy","UTA","Weber State","College/University",1627762,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2016,53,2,23,"Petr Cornelie","DEN","Le Mans Sarthe Basket","Other Team/Club",1627822,1610612743,"Denver Nuggets","Denver","Nuggets",1,"PRO","France"
2016,54,2,24,"Kay Felder","ATL","Oakland","High School",1627770,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"HS",NA
2016,55,2,25,"Marcus Paige","UTA","North Carolina","College/University",1627779,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2016,56,2,26,"Daniel Hamilton","DEN","Connecticut","College/University",1627772,1610612743,"Denver Nuggets","Denver","Nuggets",1,"COL",NA
2016,57,2,27,"Wang Zhelin","MEM","Fujian","Other Team/Club",1627845,1610612763,"Memphis Grizzlies","Memphis","Grizzlies",0,"PRO",NA
2016,58,2,28,"Abdel Nader","BOS","Iowa State","College/University",1627846,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2016,59,2,29,"Isaiah Cousins","SAC","Oklahoma","College/University",1627766,1610612758,"Sacramento Kings","Sacramento","Kings",1,"COL",NA
2016,60,2,30,"Tyrone Wallace","UTA","California","College/University",1627820,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2015,1,1,1,"Karl-Anthony Towns","MIN","Kentucky","College/University",1626157,1610612750,"Minnesota Timberwolves","Minnesota","Timberwolves",1,"COL",NA
2015,2,1,2,"D'Angelo Russell","LAL","Ohio State","College/University",1626156,1610612747,"Los Angeles Lakers","Los Angeles","Lakers",1,"COL",NA
2015,3,1,3,"Jahlil Okafor","PHI","Duke","College/University",1626143,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2015,4,1,4,"Kristaps Porzingis","NYK","CB Sevilla","Other Team/Club",204001,1610612752,"New York Knicks","New York","Knicks",1,"PRO","Spain"
2015,5,1,5,"Mario Hezonja","ORL","FC Barcelona Basquet","Other Team/Club",1626209,1610612753,"Orlando Magic","Orlando","Magic",1,"PRO","Spain"
2015,6,1,6,"Willie Cauley-Stein","SAC","Kentucky","College/University",1626161,1610612758,"Sacramento Kings","Sacramento","Kings",1,"COL",NA
2015,7,1,7,"Emmanuel Mudiay","DEN","Guangdong Southern Tigers","Other Team/Club",1626144,1610612743,"Denver Nuggets","Denver","Nuggets",1,"PRO","China"
2015,8,1,8,"Stanley Johnson","DET","Arizona","College/University",1626169,1610612765,"Detroit Pistons","Detroit","Pistons",1,"COL",NA
2015,9,1,9,"Frank Kaminsky","CHA","Wisconsin","College/University",1626163,1610612766,"Charlotte Hornets","Charlotte","Hornets",1,"COL",NA
2015,10,1,10,"Justise Winslow","MIA","Duke","College/University",1626159,1610612748,"Miami Heat","Miami","Heat",1,"COL",NA
2015,11,1,11,"Myles Turner","IND","Texas","College/University",1626167,1610612754,"Indiana Pacers","Indiana","Pacers",1,"COL",NA
2015,12,1,12,"Trey Lyles","UTA","Kentucky","College/University",1626168,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2015,13,1,13,"Devin Booker","PHX","Kentucky","College/University",1626164,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2015,14,1,14,"Cameron Payne","OKC","Murray State","College/University",1626166,1610612760,"Oklahoma City Thunder","Oklahoma City","Thunder",1,"COL",NA
2015,15,1,15,"Kelly Oubre Jr.","ATL","Kansas","College/University",1626162,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"COL",NA
2015,16,1,16,"Terry Rozier","BOS","Louisville","College/University",1626179,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2015,17,1,17,"Rashad Vaughn","MIL","Nevada-Las Vegas","College/University",1626173,1610612749,"Milwaukee Bucks","Milwaukee","Bucks",1,"COL",NA
2015,18,1,18,"Sam Dekker","HOU","Wisconsin","College/University",1626155,1610612745,"Houston Rockets","Houston","Rockets",1,"COL",NA
2015,19,1,19,"Jerian Grant","WAS","Notre Dame","College/University",1626170,1610612764,"Washington Wizards","Washington","Wizards",1,"COL",NA
2015,20,1,20,"Delon Wright","TOR","Utah","College/University",1626153,1610612761,"Toronto Raptors","Toronto","Raptors",1,"COL",NA
2015,21,1,21,"Justin Anderson","DAL","Virginia","College/University",1626147,1610612742,"Dallas Mavericks","Dallas","Mavericks",1,"COL",NA
2015,22,1,22,"Bobby Portis","CHI","Arkansas","College/University",1626171,1610612741,"Chicago Bulls","Chicago","Bulls",1,"COL",NA
2015,23,1,23,"Rondae Hollis-Jefferson","POR","Arizona","College/University",1626178,1610612757,"Portland Trail Blazers","Portland","Trail Blazers",1,"COL",NA
2015,24,1,24,"Tyus Jones","CLE","Duke","College/University",1626145,1610612739,"Cleveland Cavaliers","Cleveland","Cavaliers",1,"COL",NA
2015,25,1,25,"Jarell Martin","MEM","Louisiana State","College/University",1626185,1610612763,"Memphis Grizzlies","Memphis","Grizzlies",1,"COL",NA
2015,26,1,26,"Nikola Milutinov","SAS","KK Partizan","Other Team/Club",1626221,1610612759,"San Antonio Spurs","San Antonio","Spurs",0,"PRO","Serbia"
2015,27,1,27,"Larry Nance Jr.","LAL","Wyoming","College/University",1626204,1610612747,"Los Angeles Lakers","Los Angeles","Lakers",1,"COL",NA
2015,28,1,28,"RJ Hunter","BOS","Georgia State","College/University",1626154,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2015,29,1,29,"Chris McCullough","BKN","Syracuse","College/University",1626191,1610612751,"Brooklyn Nets","Brooklyn","Nets",1,"COL",NA
2015,30,1,30,"Kevon Looney","GSW","California-Los Angeles","College/University",1626172,1610612744,"Golden State Warriors","Golden State","Warriors",1,"COL",NA
2015,31,2,1,"Cedi Osman","MIN","Anadolu Efes S.K.","Other Team/Club",1626224,1610612750,"Minnesota Timberwolves","Minnesota","Timberwolves",1,"PRO","Turkey"
2015,32,2,2,"Montrezl Harrell","HOU","Louisville","College/University",1626149,1610612745,"Houston Rockets","Houston","Rockets",1,"COL",NA
2015,33,2,3,"Jordan Mickey","BOS","Louisiana State","College/University",1626175,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2015,34,2,4,"Anthony Brown","LAL","Stanford","College/University",1626148,1610612747,"Los Angeles Lakers","Los Angeles","Lakers",1,"COL",NA
2015,35,2,5,"Willy Hernangomez","PHI","CB Sevilla","Other Team/Club",1626195,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"PRO","Spain"
2015,36,2,6,"Rakeem Christmas","MIN","Syracuse","College/University",1626176,1610612750,"Minnesota Timberwolves","Minnesota","Timberwolves",1,"COL",NA
2015,37,2,7,"Richaun Holmes","PHI","Bowling Green","College/University",1626158,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2015,38,2,8,"Darrun Hilliard","DET","Villanova","College/University",1626199,1610612765,"Detroit Pistons","Detroit","Pistons",1,"COL",NA
2015,39,2,9,"Juan Pablo Vaulet","CHA","Bahia Basket","Other Team/Club",1626225,1610612766,"Charlotte Hornets","Charlotte","Hornets",0,"PRO","Argentina"
2015,40,2,10,"Josh Richardson","MIA","Tennessee","College/University",1626196,1610612748,"Miami Heat","Miami","Heat",1,"COL",NA
2015,41,2,11,"Pat Connaughton","BKN","Notre Dame","College/University",1626192,1610612751,"Brooklyn Nets","Brooklyn","Nets",1,"COL",NA
2015,42,2,12,"Olivier Hanlan","UTA","Boston College","College/University",1626152,1610612762,"Utah Jazz","Utah","Jazz",0,"COL",NA
2015,43,2,13,"Joe Young","IND","Oregon","College/University",1626202,1610612754,"Indiana Pacers","Indiana","Pacers",1,"COL",NA
2015,44,2,14,"Andrew Harrison","PHX","Kentucky","College/University",1626150,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2015,45,2,15,"Marcus Thornton","BOS","William & Mary","College/University",1626194,1610612738,"Boston Celtics","Boston","Celtics",0,"COL",NA
2015,46,2,16,"Norman Powell","MIL","California-Los Angeles","College/University",1626181,1610612749,"Milwaukee Bucks","Milwaukee","Bucks",1,"COL",NA
2015,47,2,17,"Arturas Gudaitis","PHI","BC Zalgiris","Other Team/Club",1626222,1610612755,"Philadelphia 76ers","Philadelphia","76ers",0,"PRO","Lithuania"
2015,48,2,18,"Dakari Johnson","OKC","Kentucky","College/University",1626177,1610612760,"Oklahoma City Thunder","Oklahoma City","Thunder",1,"COL",NA
2015,49,2,19,"Aaron White","WAS","Iowa","College/University",1626206,1610612764,"Washington Wizards","Washington","Wizards",0,"COL",NA
2015,50,2,20,"Marcus Eriksson","ATL","FC Barcelona Basquet","Other Team/Club",1626226,1610612737,"Atlanta Hawks","Atlanta","Hawks",0,"PRO","Spain"
2015,51,2,21,"Tyler Harvey","ORL","Eastern Washington","College/University",1626227,1610612753,"Orlando Magic","Orlando","Magic",0,"COL",NA
2015,52,2,22,"Satnam Singh","DAL","IMG Academy","High School",1626228,1610612742,"Dallas Mavericks","Dallas","Mavericks",0,"HS",NA
2015,53,2,23,"Sir'Dominic Pointer","CLE","St. John's (NY)","College/University",1626218,1610612739,"Cleveland Cavaliers","Cleveland","Cavaliers",0,"COL",NA
2015,54,2,24,"Daniel Diez","UTA","San Sebastian Gipuzkoa BC","Other Team/Club",1626229,1610612762,"Utah Jazz","Utah","Jazz",0,"PRO","Spain"
2015,55,2,25,"Cady Lalanne","SAS","Massachusetts","College/University",1626215,1610612759,"San Antonio Spurs","San Antonio","Spurs",0,"COL",NA
2015,56,2,26,"Branden Dawson","NOP","Michigan State","College/University",1626183,1610612740,"New Orleans Pelicans","New Orleans","Pelicans",1,"COL",NA
2015,57,2,27,"Nikola Radicevic","DEN","CB Sevilla","Other Team/Club",1626230,1610612743,"Denver Nuggets","Denver","Nuggets",0,"PRO","Spain"
2015,58,2,28,"JP Tokoto","PHI","North Carolina","College/University",1626160,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2015,59,2,29,"Dimitrios Agravanis","ATL","Olympiacos B.C.","Other Team/Club",1626231,1610612737,"Atlanta Hawks","Atlanta","Hawks",0,"PRO","Greece"
2015,60,2,30,"Luka Mitrovic","PHI","Red Star Belgrade","Other Team/Club",1626232,1610612755,"Philadelphia 76ers","Philadelphia","76ers",0,"PRO","Serbia"
2014,1,1,1,"Andrew Wiggins","CLE","Kansas","College/University",203952,1610612739,"Cleveland Cavaliers","Cleveland","Cavaliers",1,"COL",NA
2014,2,1,2,"Jabari Parker","MIL","Duke","College/University",203953,1610612749,"Milwaukee Bucks","Milwaukee","Bucks",1,"COL",NA
2014,3,1,3,"Joel Embiid","PHI","Kansas","College/University",203954,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2014,4,1,4,"Aaron Gordon","ORL","Arizona","College/University",203932,1610612753,"Orlando Magic","Orlando","Magic",1,"COL",NA
2014,5,1,5,"Dante Exum","UTA","Australian Institute of Sport","Other Team/Club",203957,1610612762,"Utah Jazz","Utah","Jazz",1,"PRO","Australia"
2014,6,1,6,"Marcus Smart","BOS","Oklahoma State","College/University",203935,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2014,7,1,7,"Julius Randle","LAL","Kentucky","College/University",203944,1610612747,"Los Angeles Lakers","Los Angeles","Lakers",1,"COL",NA
2014,8,1,8,"Nik Stauskas","SAC","Michigan","College/University",203917,1610612758,"Sacramento Kings","Sacramento","Kings",1,"COL",NA
2014,9,1,9,"Noah Vonleh","CHA","Indiana","College/University",203943,1610612766,"Charlotte Hornets","Charlotte","Hornets",1,"COL",NA
2014,10,1,10,"Elfrid Payton","PHI","Louisiana-Lafayette","College/University",203901,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2014,11,1,11,"Doug McDermott","DEN","Creighton","College/University",203926,1610612743,"Denver Nuggets","Denver","Nuggets",1,"COL",NA
2014,12,1,12,"Dario Saric","ORL","KK Cibona","Other Team/Club",203967,1610612753,"Orlando Magic","Orlando","Magic",1,"PRO","Croatia"
2014,13,1,13,"Zach LaVine","MIN","California-Los Angeles","College/University",203897,1610612750,"Minnesota Timberwolves","Minnesota","Timberwolves",1,"COL",NA
2014,14,1,14,"T.J. Warren","PHX","North Carolina State","College/University",203933,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2014,15,1,15,"Adreian Payne","ATL","Michigan State","College/University",203940,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"COL",NA
2014,16,1,16,"Jusuf Nurkic","CHI","KK Cedevita","Other Team/Club",203994,1610612741,"Chicago Bulls","Chicago","Bulls",1,"PRO","Croatia"
2014,17,1,17,"James Young","BOS","Kentucky","College/University",203923,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2014,18,1,18,"Tyler Ennis","PHX","Syracuse","College/University",203898,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2014,19,1,19,"Gary Harris","CHI","Michigan State","College/University",203914,1610612741,"Chicago Bulls","Chicago","Bulls",1,"COL",NA
2014,20,1,20,"Bruno Caboclo","TOR","Esporte Clube Pinheiros","Other Team/Club",203998,1610612761,"Toronto Raptors","Toronto","Raptors",1,"PRO","Brazil"
2014,21,1,21,"Mitch McGary","OKC","Michigan","College/University",203956,1610612760,"Oklahoma City Thunder","Oklahoma City","Thunder",1,"COL",NA
2014,22,1,22,"Jordan Adams","MEM","California-Los Angeles","College/University",203919,1610612763,"Memphis Grizzlies","Memphis","Grizzlies",1,"COL",NA
2014,23,1,23,"Rodney Hood","UTA","Duke","College/University",203918,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2014,24,1,24,"Shabazz Napier","CHA","Connecticut","College/University",203894,1610612766,"Charlotte Hornets","Charlotte","Hornets",1,"COL",NA
2014,25,1,25,"Clint Capela","HOU","Elan Chalon","Other Team/Club",203991,1610612745,"Houston Rockets","Houston","Rockets",1,"PRO","France"
2014,26,1,26,"PJ Hairston","MIA","Texas Legends","Other Team/Club",203798,1610612748,"Miami Heat","Miami","Heat",1,"PRO","D-League"
2014,27,1,27,"Bogdan Bogdanovic","PHX","KK Partizan","Other Team/Club",203992,1610612756,"Phoenix Suns","Phoenix","Suns",1,"PRO","Serbia"
2014,28,1,28,"C.J. Wilcox","LAC","Washington","College/University",203912,1610612746,"Los Angeles Clippers","Los Angeles","Clippers",1,"COL",NA
2014,29,1,29,"Josh Huestis","OKC","Stanford","College/University",203962,1610612760,"Oklahoma City Thunder","Oklahoma City","Thunder",1,"COL",NA
